concert_id,name
34,"Rossini, Gioachino"
35,"Gade, Niels"
35,"No Composer"
35,"Loder, George, Jr."
35,"Benedict, Jules"
35,"Fuchs, H."
35,"Lindpaintner, Peter Von"
36,"Schubert, Franz"
36,"No Composer"
36,"Cherubini, Luigi"
36,"David, Ferdinand"
36,"Mendelssohn, Felix"
36,"Spontini, Gasparo"
37,"Beethoven, Ludwig van"
37,"Hummel, Johann"
37,"No Composer"
37,"Haydn, Franz Joseph"
37,"Mozart, Wolfgang Amadeus"
37,"Mendelssohn, Felix"
38,"Beethoven, Ludwig van"
38,"Mendelssohn, Felix"
38,"No Composer"
38,"Heinemeyer, Ernst Wilhelm"
38,"Mozart, Wolfgang Amadeus"
38,"Dancla, Jean Charles"
38,"Wallace, William Vincent"
38,"Litolff, Henry Charles"
39,"Mendelssohn, Felix"
39,"No Composer"
39,"Mehul, Etienne Nicolas"
39,"Beriot, Charles-Auguste de"
39,"Mendelssohn, Felix"
39,"Weber, Carl Maria Von"
39,"Lindpaintner, Peter Von"
40,"Beethoven, Ludwig van"
40,"No Composer"
40,"Bennett, William Sterndale"
40,"Mendelssohn, Felix"
40,"Reicha, Antoine(-Joseph)"
40,"Weber, Carl Maria Von"
41,"Beethoven, Ludwig van"
41,"Weber, Carl Maria Von"
41,"Mendelssohn, Felix"
41,"No Composer"
41,"Mozart, Wolfgang Amadeus"
41,"Weber, Carl Maria Von"
41,"Kalkbrenner, Friedrich"
41,"Schubert, Franz"
41,"Schubert, Franz"
41,"Weber, Carl Maria Von"
42,"Spohr, Louis"
42,"Bellini, Vincenzo"
42,"Mendelssohn, Felix"
42,"No Composer"
42,"Bennett, William Sterndale"
42,"Wallace, William Vincent"
42,"Haase, Carl F.W."
42,"Mendelssohn, Felix"
42,"Ries, Ferdinand"
43,"Beethoven, Ludwig van"
43,"Mendelssohn, Felix"
43,"Mendelssohn, Felix"
43,"Hummel, Johann"
43,"No Composer"
43,"Gade, Niels"
43,"Abt, Franz"
43,"Maurer, Ludwig Wilhelm"
43,"Donizetti, Gaetano"
43,"Litolff, Henry Charles"
44,"Schubert, Franz"
44,"No Composer"
44,"Mendelssohn, Felix"
44,"Gumbert, Friedrich Adolf"
44,"Paganini, Nicolò"
44,"Fesca, Alexander (Ernst)"
44,"Lobe, Johann Christian"
45,"Beethoven, Ludwig van"
45,"No Composer"
45,"Spohr, Louis"
45,"Beriot, Charles-Auguste de"
45,"Mendelssohn, Felix"
45,"Bochsa, Robert N. C."
45,"Mason, William"
45,"Gade, Niels"
46,"Schumann, Robert"
46,"Mozart, Wolfgang Amadeus"
46,"Weber, Carl Maria Von"
46,"No Composer"
46,"Beethoven, Ludwig van"
46,"Spohr, Louis"
46,"Gockel, August"
46,"Bordese, Luigi"
46,"Weber, Carl Maria Von"
47,"Spohr, Louis"
47,"Parish-Alvars, Elias"
47,"Mozart, Wolfgang Amadeus"
47,"No Composer"
47,"Berlioz, Hector"
47,"Vieuxtemps, Henri"
47,"Fesca, Alexander (Ernst)"
47,"Donizetti, Gaetano"
47,"Marschner, Heinrich August"
48,"Schumann, Robert"
48,"Schubert, Franz"
48,"Weber, Carl Maria Von"
48,"No Composer"
48,"Beethoven, Ludwig van"
48,"Handel, George Frideric"
48,"Mendelssohn, Felix"
49,"Gade, Niels"
49,"Lortzing, Albert"
49,"Spohr, Louis"
49,"No Composer"
49,"Spohr, Louis"
49,"Chopin, Frédéric"
49,"Mendelssohn, Felix"
49,"Beethoven, Ludwig van"
50,"Schneider, Johann C. Friedrich"
50,"Spohr, Louis"
50,"Baumann, F."
50,"No Composer"
50,"Spohr, Louis"
50,"Wallace, William Vincent"
50,"Meyerbeer, Giacomo"
50,"Beethoven, Ludwig van"
51,"Beethoven, Ludwig van"
51,"Weber, Carl Maria Von"
51,Traditional
51,"No Composer"
51,"Gade, Niels"
51,"Bellini, Vincenzo"
51,"Eisfeld, Theodore"
51,"Lindpaintner, Peter Von"
52,"Mendelssohn, Felix"
52,"Donizetti, Gaetano"
52,"Sainton, Prosper"
52,"No Composer"
52,"Weber, Carl Maria Von"
52,"Rossini, Gioachino"
52,"Schreiber, Louis"
52,"Wallace, William Vincent"
53,"Mozart, Wolfgang Amadeus"
53,"Fuchs, H."
53,"Mozart, Wolfgang Amadeus"
53,"Beethoven, Ludwig van"
53,"No Composer"
53,"Mendelssohn, Felix"
53,"Fesca, Alexander (Ernst)"
53,"Spohr, Louis"
53,"Spontini, Gasparo"
54,"Beethoven, Ludwig van"
54,"Mendelssohn, Felix"
54,"No Composer"
54,"Wagner, Richard"
54,"Weber, Carl Maria Von"
54,"Mendelssohn, Felix"
55,"Cherubini, Luigi"
55,"Eisfeld, Theodore"
55,"Beethoven, Ludwig van"
55,"Eisfeld, Theodore"
55,"Schubert, Franz"
55,"Chopin, Frédéric"
55,"No Composer"
55,"Beethoven, Ludwig van"
56,"Beethoven, Ludwig van"
56,"Mendelssohn, Felix"
56,"Mollenhauer, Friedrich"
56,"No Composer"
56,"Gluck, Christoph Willibald"
56,"Dessauer, Josef"
56,"Schubert, Franz"
56,"Mollenhauer, Friedrich"
56,"Wagner, Richard"
57,"Gade, Niels"
57,"Mercadante, Giuseppe Saverio"
57,"Weber, Carl Maria Von"
57,"No Composer"
57,"Berlioz, Hector"
57,"Parish-Alvars, Elias"
57,"Verdi, Giuseppe"
57,"Weber, Carl Maria Von"
58,"Bristow, George Frederick"
58,"Mendelssohn, Felix"
58,"No Composer"
58,"Cherubini, Luigi"
58,"Mendelssohn, Felix"
58,"No Composer"
58,"Bennett, William Sterndale"
59,"Beethoven, Ludwig van"
59,"Vieuxtemps, Henri"
59,"Verdi, Giuseppe"
59,"No Composer"
59,"Mendelssohn, Felix"
59,"Mercadante, Giuseppe Saverio"
59,"Mollenhauer, Friedrich"
59,"No Composer"
59,"Marschner, Heinrich August"
60,"Beethoven, Ludwig van"
60,"Mozart, Wolfgang Amadeus"
60,"David, Ferdinand"
60,"No Composer"
60,"Cherubini, Luigi"
60,"Chopin, Frédéric"
60,"Weber, Carl Maria Von"
60,"Goldbeck, Robert"
60,"Rode, Jacques Pierre Joseph"
60,"Gade, Niels"
61,"Mozart, Wolfgang Amadeus"
61,"Mozart, Wolfgang Amadeus"
61,"Henselt, Adolf Von"
61,"No Composer"
61,"Wagner, Richard"
61,"Pacini, Giovanni"
61,"Gottschalk, Louis Moreau"
61,"No Composer"
61,"Schindelmeisser, Ludwig"
62,"Schumann, Robert"
62,"Haydn, Franz Joseph"
62,"Ernst, Heinrich Wilhelm"
62,"No Composer"
62,"Rietz, Julius"
62,"Weber, Carl Maria Von"
62,"Mollenhauer, Friedrich"
62,"No Composer"
62,"Beethoven, Ludwig van"
63,"Beethoven, Ludwig van"
63,"Mendelssohn, Felix"
63,"Schumann, Robert"
63,"No Composer"
63,"Litolff, Henry Charles"
63,"Meyerbeer, Giacomo"
63,"Mendelssohn, Felix"
63,"No Composer"
63,"Mendelssohn, Felix"
64,"Spohr, Louis"
64,"Weber, Carl Maria Von"
64,"Goltermann, Georg Eduard"
64,"No Composer"
64,"Schumann, Robert"
64,"Servais, Adrien Francois"
64,"Bellini, Vincenzo"
64,"No Composer"
64,"Beethoven, Ludwig van"
65,"Beethoven, Ludwig van"
65,"Mozart, Wolfgang Amadeus"
65,"Mendelssohn, Felix"
65,"No Composer"
65,"Litolff, Henry Charles"
65,"Mercadante, Giuseppe Saverio"
65,"No Composer"
65,"Nicolai, Otto"
66,"Hiller, Ferdinand"
66,"Mozart, Wolfgang Amadeus"
66,"Eisfeld, Theodore"
66,"No Composer"
66,"Beethoven, Ludwig van"
66,"Henselt, Adolf Von"
66,"Meyerbeer, Giacomo"
66,"Mozart, Wolfgang Amadeus"
66,"No Composer"
66,"Lindpaintner, Peter Von"
67,"Mendelssohn, Felix"
67,"Mozart, Wolfgang Amadeus"
67,"Spohr, Louis"
67,"No Composer"
67,"Schumann, Robert"
67,"Pacini, Giovanni"
67,"No Composer"
67,"Wagner, Richard"
68,"Gade, Niels"
68,"Mozart, Wolfgang Amadeus"
68,"Fuchs, H."
68,"No Composer"
68,"Spohr, Louis"
68,"Lachner, Franz"
68,"Schreiber, Louis"
68,"Wallace, William Vincent"
68,"No Composer"
68,"Rossini, Gioachino"
69,"Beethoven, Ludwig van"
69,"Mendelssohn, Felix"
69,"Beethoven, Ludwig van"
69,"No Composer"
69,"Schubert, Franz"
69,"Mendelssohn, Felix"
69,"Wagner, Richard"
69,"No Composer"
69,"Weber, Carl Maria Von"
70,"Haydn, Franz Joseph"
70,"Donizetti, Gaetano"
70,"Chopin, Frédéric"
70,"No Composer"
70,"Schumann, Robert"
70,Topliffe
70,"Field, John"
70,"Rubinstein, Anton"
70,"No Composer"
70,"Ries, Ferdinand"
71,"Bristow, George Frederick"
71,"Spohr, Louis"
71,"Schumann, Robert"
71,"No Composer"
71,"Beethoven, Ludwig van"
71,"Lachner, Franz"
71,"Liszt, Franz"
71,"No Composer"
71,"Marschner, Heinrich August"
72,"Beethoven, Ludwig van"
72,"Meyerbeer, Giacomo"
72,"Mendelssohn, Felix"
72,"No Composer"
72,"Liszt, Franz"
72,"Arne, Thomas"
72,"Litolff, Henry Charles"
72,"Chopin, Frédéric"
72,"No Composer"
72,"Weber, Carl Maria Von"
73,"Schubert, Franz"
73,"No Composer"
73,"Mendelssohn, Felix"
73,"Mozart, Wolfgang Amadeus"
73,"Napoleon, Arthur"
73,"Wagner, Richard"
73,"Stigelli, Giorgio"
73,"No Composer"
73,"Beethoven, Ludwig van"
74,"Spohr, Louis"
74,"Mendelssohn, Felix"
74,"Schumann, Robert"
74,"No Composer"
74,"Wagner, Richard"
74,"Beethoven, Ludwig van"
74,"Schubert, Franz"
74,"Satter, Gustave"
74,"No Composer"
74,"Weber, Carl Maria Von"
75,"Mendelssohn, Felix"
75,"Mozart, Wolfgang Amadeus"
75,"Moscheles, Ignaz"
75,"No Composer"
75,"Schumann, Robert"
75,"Chopin, Frédéric"
75,"Auber, Daniel-François"
75,"No Composer"
75,"Lachner, Franz"
76,"Beethoven, Ludwig van"
76,"Verdi, Giuseppe"
76,"Hummel, Johann"
76,"No Composer"
76,"Liszt, Franz"
76,"Litolff, Henry Charles"
76,"Donizetti, Gaetano"
76,"No Composer"
76,"Weber, Carl Maria Von"
77,"Mozart, Wolfgang Amadeus"
77,"Abt, Franz"
77,"Weber, Carl Maria Von"
77,"Mozart, Wolfgang Amadeus"
77,"Haertel, A."
77,"No Composer"
77,"Beethoven, Ludwig van"
77,"No Composer"
78,"Schumann, Robert"
78,"Meyerbeer, Giacomo"
78,"No Composer"
78,"Mendelssohn, Felix"
78,"Vieuxtemps, Henri"
78,"Wagner, Richard"
78,"Beethoven, Ludwig van"
79,"Beethoven, Ludwig van"
79,"Schumann, Robert"
79,"No Composer"
79,"Liszt, Franz"
79,"Kummer, Friedrich August"
79,"Liszt, Franz"
79,"No Composer"
79,"Weber, Carl Maria Von"
80,"Schumann, Robert"
80,"Kreutzer, Conradin"
80,"Schreiber, Louis"
80,"No Composer"
80,"Haydn, Franz Joseph"
80,"Schubert, Franz"
80,"Eisfeld, Theodore"
80,"Wagner, Richard"
81,"Beethoven, Ludwig van"
81,"Mozart, Wolfgang Amadeus"
81,"No Composer"
81,"Schumann, Robert"
81,"Mollenhauer, Edward"
81,"Tedesco, Ignaz Amadeus"
81,"Lubeck, Ernst"
81,"No Composer"
81,"Berlioz, Hector"
82,"Mozart, Wolfgang Amadeus"
82,"Mendelssohn, Felix"
82,"Saar, Wiiliam"
82,"Beethoven, Ludwig van"
82,"No Composer"
82,"Mendelssohn, Felix"
83,Lucas
83,"Handel, George Frideric"
83,Traditional
83,"Shaw, David T."
83,Wallace
83,"Hopkins, Charles Jerome"
83,"Otten, William F."
83,"Bellini, Vincenzo"
83,"Donizetti, Gaetano"
83,"Rossini, Gioachino"
83,Traditional
83,"Handel, George Frideric"
83,Wallace
83,"Verdi, Giuseppe"
83,"Bristow, George Frederick"
83,"Mills, Sebastian Bach"
83,"Bristow, George Frederick"
83,Verzano
83,"Mercadante, Giuseppe Saverio"
83,"Rossini, Gioachino"
83,Anthem
84,"Beethoven, Ludwig van"
84,"Bellini, Vincenzo"
84,"Chopin, Frédéric"
84,"No Composer"
84,"Berlioz, Hector"
84,"Pacini, Giovanni"
84,"Henselt, Adolf Von"
84,"No Composer"
84,"Wagner, Richard"
85,"Mozart, Wolfgang Amadeus"
85,"Stradella, Alessandro"
85,"Mendelssohn, Felix"
85,"No Composer"
85,"Beethoven, Ludwig van"
85,"Donizetti, Gaetano"
85,"Liszt, Franz"
86,"Schumann, Robert"
86,"Mendelssohn, Felix"
86,"Beethoven, Ludwig van"
86,"No Composer"
86,"Brahms, Johannes"
86,"Bellini, Vincenzo"
86,"Liszt, Franz"
86,"Eisfeld, Theodore"
86,"Weber, Carl Maria Von"
87,"Beethoven, Ludwig van"
87,"Mendelssohn, Felix"
87,"No Composer"
87,"Goldbeck, Robert"
87,"Schumann, Robert"
87,"Neukirchner, Wenzel"
87,"Marschner, Heinrich August"
88,"Schubert, Franz"
88,"Lipinsky, Karl Joseph"
88,"No Composer"
88,"Liszt, Franz"
88,"Mozart, Wolfgang Amadeus"
88,"David, Ferdinand"
88,"Beethoven, Ludwig van"
89,"Beethoven, Ludwig van"
89,"Schubert, Franz"
89,"No Composer"
89,"Schumann, Robert"
89,"Mendelssohn, Felix"
89,"Chopin, Frédéric"
89,"No Composer"
89,"Hiller, Ferdinand"
91,"Schumann, Robert"
91,"Schubert, Franz"
91,"Beethoven, Ludwig van"
91,"No Composer"
91,"Rubinstein, Anton"
91,"Clapisson, Antoine Louis"
91,"Chopin, Frédéric"
91,"Mills, Sebastian Bach"
91,"No Composer"
91,"Wagner, Richard"
92,"Mozart, Wolfgang Amadeus"
92,"Haydn, Franz Joseph"
92,"Beriot, Charles-Auguste de"
92,"No Composer"
92,"Wagner, Richard"
92,"Bergner, Frederick"
92,"Beethoven, Ludwig van"
92,"Vieuxtemps, Henri"
92,"No Composer"
92,"Schumann, Robert"
93,"Beethoven, Ludwig van"
93,"Mendelssohn, Felix"
93,"No Composer"
93,"Gade, Niels"
93,"Beethoven, Ludwig van"
93,"Heller, Stephen"
93,"Chopin, Frédéric"
93,"No Composer"
93,"Berlioz, Hector"
94,"Beethoven, Ludwig van"
94,"Mendelssohn, Felix"
94,"No Composer"
94,"Gade, Niels"
94,"Beethoven, Ludwig van"
94,"Heller, Stephen"
94,"Chopin, Frédéric"
94,"No Composer"
94,"Berlioz, Hector"
95,"Beethoven, Ludwig van"
95,"Mendelssohn, Felix"
95,"No Composer"
95,"Gade, Niels"
95,"Beethoven, Ludwig van"
95,"Heller, Stephen"
95,"Chopin, Frédéric"
95,"No Composer"
95,"Berlioz, Hector"
96,"Schumann, Robert"
96,"Weber, Carl Maria Von"
96,"Hiller, Ferdinand"
96,"No Composer"
96,"Beethoven, Ludwig van"
96,"Gounod, Charles"
96,"Eisfeld, Theodore"
96,"No Composer"
96,"Wagner, Richard"
97,"Beethoven, Ludwig van"
97,"Mozart, Wolfgang Amadeus"
97,"Goldbeck, Robert"
97,"No Composer"
97,"Gade, Niels"
97,"Mason, William"
97,"Artot, Alexandre"
97,"No Composer"
97,"Wagner, Richard"
98,"Liszt, Franz"
98,"No Composer"
98,"Wagner, Richard"
98,"Esser, Heinrich"
98,"Evers, Carl"
98,"No Composer"
98,"Weber, Carl Maria Von"
99,"Haydn, Franz Joseph"
99,"Mozart, Wolfgang Amadeus"
99,"Beethoven, Ludwig van"
99,"No Composer"
99,"Mendelssohn, Felix"
100,"Beethoven, Ludwig van"
100,"Weber, Carl Maria Von"
100,"Rossini, Gioachino"
100,"No Composer"
100,"Bristow, George Frederick"
100,"Meyerbeer, Giacomo"
100,"Schreiber, Louis"
100,"Flotow, Friedrich Von"
100,"Hohnstock, Carl"
101,"Schubert, Franz"
101,"No Composer"
101,"Schumann, Robert"
101,"Mozart, Wolfgang Amadeus"
101,"Hummel, Johann"
101,"Weber, Carl Maria Von"
101,"No Composer"
101,"Rietz, Julius"
102,"Beethoven, Ludwig van"
102,"No Composer"
102,"Weber, Carl Maria Von"
102,"Mendelssohn, Felix"
102,"Weber, Carl Maria Von"
102,"No Composer"
102,"Liszt, Franz"
103,"Mendelssohn, Felix"
103,"Abt, Franz"
103,"Ritter, Frederic Louis"
103,"No Composer"
103,"Mozart, Wolfgang Amadeus"
103,"Mendelssohn, Felix"
103,"No Composer"
103,"Berlioz, Hector"
104,"Schumann, Robert"
104,"Alard, Jean Delphin"
104,"Schubert, Franz"
104,"No Composer"
104,"Gluck, Christoph Willibald"
104,"Beethoven, Ludwig van"
104,"Vieuxtemps, Henri"
104,"No Composer"
104,"Beethoven, Ludwig van"
105,"Haydn, Franz Joseph"
105,"Palestrina, Giovanni Da"
105,"Beethoven, Ludwig van"
105,"No Composer"
105,"Bargiel, Woldemar"
105,"Liszt, Franz"
105,"No Composer"
105,"Berlioz, Hector"
106,"Beethoven, Ludwig van"
106,"Handel, George Frideric"
106,"Beethoven, Ludwig van"
106,"No Composer"
106,"Mendelssohn, Felix"
106,"Schumann, Robert"
107,"Schumann, Robert"
107,"Mozart, Wolfgang Amadeus"
107,"No Composer"
107,"Liszt, Franz"
107,"Chopin, Frédéric"
107,"Mills, Sebastian Bach"
107,"No Composer"
107,"Beethoven, Ludwig van"
108,"Beethoven, Ludwig van"
108,"Mendelssohn, Felix"
108,"No Composer"
108,"Bargiel, Woldemar"
108,"Prume, Jehin"
108,"Mendelssohn, Felix"
108,"No Composer"
108,"Mendelssohn, Felix"
109,"Mozart, Wolfgang Amadeus"
109,"Mendelssohn, Felix"
109,"No Composer"
109,"Mendelssohn, Felix"
109,"Wehli, James M."
109,"No Composer"
109,"Berlioz, Hector"
110,"Schumann, Robert"
110,"Donizetti, Gaetano"
110,"Mendelssohn, Felix"
110,"No Composer"
110,"Wagner, Richard"
110,"Rossini, Gioachino"
110,"No Composer"
110,"Weber, Carl Maria Von"
111,"Beethoven, Ludwig van"
111,"Mendelssohn, Felix"
111,"Burgmuller, Norbert"
111,"No Composer"
111,"Wagner, Richard"
111,"Handel, George Frideric"
111,"No Composer"
111,"Berlioz, Hector"
112,"Schumann, Robert"
112,"Mendelssohn, Felix"
112,"Beethoven, Ludwig van"
112,"No Composer"
112,"Liszt, Franz"
112,"Mozart, Wolfgang Amadeus"
112,"No Composer"
112,"Bristow, George Frederick"
113,"Beethoven, Ludwig van"
113,"Mendelssohn, Felix"
113,"No Composer"
113,"Wagner, Richard"
113,"Mozart, Wolfgang Amadeus"
113,"Vieuxtemps, Henri"
113,"No Composer"
113,"Berlioz, Hector"
114,"Volkmann, Friedrich Robert"
114,"Beethoven, Ludwig van"
114,"No Composer"
114,"Mendelssohn, Felix"
114,"Vieuxtemps, Henri"
114,"No Composer"
114,"Cherubini, Luigi"
115,"Mozart, Wolfgang Amadeus"
115,"Donizetti, Gaetano"
115,"Chopin, Frédéric"
115,"No Composer"
115,"Beethoven, Ludwig van"
115,"Mozart, Wolfgang Amadeus"
115,"No Composer"
115,"Liszt, Franz"
116,"Mozart, Wolfgang Amadeus"
116,"Liszt, Franz"
116,"No Composer"
116,"Berlioz, Hector"
116,"Chopin, Frédéric"
116,"Chopin, Frédéric"
116,"No Composer"
116,"Wagner, Richard"
117,"Beethoven, Ludwig van"
117,"No Composer"
117,"Liszt, Franz"
117,"Mozart, Wolfgang Amadeus"
117,"Bruch, Max"
117,"No Composer"
117,"Weber, Carl Maria Von"
118,"Beethoven, Ludwig van"
118,"Mozart, Wolfgang Amadeus"
118,"No Composer"
118,"Schumann, Robert"
118,"Mendelssohn, Felix"
118,"Liszt, Franz"
119,"Schubert, Franz"
119,"Weber, Carl Maria Von"
119,"No Composer"
119,"Ritter, Frederic Louis"
119,"Liszt, Franz"
119,"Mendelssohn, Felix"
120,"Spohr, Louis"
120,"Schumann, Robert"
120,"No Composer"
120,"Beethoven, Ludwig van"
121,"Mozart, Wolfgang Amadeus"
121,"Weber, Carl Maria Von"
121,"No Composer"
121,"Wagner, Richard"
121,"Mozart, Wolfgang Amadeus"
121,"Mendelssohn, Felix"
122,"Schumann, Robert"
122,"Veit, Wenzel Heinrich"
122,"Kinkel, Johanna"
122,"Beethoven, Ludwig van"
122,"No Composer"
122,"Mendelssohn, Felix"
122,"Bruch, Max"
122,"Weber, Carl Maria Von"
123,"Beethoven, Ludwig van"
123,"Handel, George Frideric"
123,"No Composer"
123,"Gade, Niels"
123,"Gluck, Christoph Willibald"
123,"Berlioz, Hector"
